id,label_kmeans_10
RJeOTRkRROmZn4Bx7YBrvw,3
uPdnw9WcSOuEnNNPz6ZwLg,2
96qFxmGRStCEZFs5u00kCQ,8
iA-Ip03WQ3mbkDLJWMI9yQ,2
6_DV_D_SQe6tdUL__o1eTw,2
SJgtxw7fSR2Hyy_0L_mCJQ,8
yqus7XlnS_OrATha2Ta8tQ,1
-KydU2L7QXuqp_4YEmY1Uw,0
HaoIPvNXSyCLFUuJzsfmrQ,8
-gbSpBHTRVGPcIkZ8oi6qw,0
3dmgOJAWQ5uwaoDRgaEpYA,2
GvLdOnq8SU6rxyKlX6rUAg,8
8DBz2rLtRsG2bwwIg9mJsw,3
RlsVPcp-SiujkxBvPZuFaw,0
DLPsrPiLSw-_saaNYCPJ0w,3
3EkWdZetSX6vi_ZzJDoyQQ,8
x6ZE1uGBTBqzXZonCfVZLw,2
2R00MdelRJy0dp7Ob6yelQ,2
OzhMca0QTx2e_ORC2Z66Qg,8
RZNXybDbSya4oVlVulRuow,8
wn_-6g2tTGu7nuon-Vr5rA,8
m81_h6LHQnSizuvToq8ftA,8
hN9zeq_NTzi6J0uNyLvf9A,3
_loTKsHqSfW4gysZfIt9kw,8
Vl-6rp2zQbOKUSogGKZVKQ,3
X1a5LheMSMiZ4b1w1tfxSg,2
QAvYGO7mR0uj5inTCifYTg,8
b260GWY-QQem5f8WedZYuA,8
dTOBWDMHQauu7pibYv83Fg,3
WsGDk6KXR4S8LAce8U4lsA,0
miS6aQ0jRO-JMUm0MNSEDQ,0
bT5pwWsMTYqy80M0-LR1lQ,2
D2HNTBgqRkCzlu8K8wbWzg,8
BScBVpasQ5OaaLiEewhPmQ,5
9ktmoZ26Rw-tU9lQwmOonA,5
bE08j6CiS6yBr6B6Q9otLg,2
NiZDVGd-SFyYq5J9zchaZw,0
beglqyL9QHCWBEmcLHnVXw,2
bQV2cxA2Se-LLx3rse0FiA,1
a_rYo8sZT-6kCpir0ChRiA,5
AoBfM6EFRzW-pN90Fhv_1Q,8
GpYUzWEsRCKTHQok0xMI9Q,3
u37BF_mHSfWLaZZeQ6j6Qw,4
k23WmYoHRtGiI4-NrLWp7g,2
tC0Z6cHDTEWvtFQ0S12TJQ,0
2ewq3hNbSlyjCqjGtkcfdw,8
Cu3OkRSXScqMlpqoh3H_GA,0
MsrmsXrcTxedAhtr0ElZ-Q,8
C1OqNu_fTsWDuiVIpMlSBw,0
65R3qZyNS9ahZhTrpcg7zg,0
mZKU0yT4RPKrr7XNRsrJrA,5
0KXT3hF7R_2r4-d_BPbjIg,0
qd4uqAEWRYqmKeoLl7jt3w,0
sYEsvRQPTeu9TEBo6NArew,3
SgOkqUtmQlOlP8McwusiVQ,8
EdeZP4yPQjezG_cVTV1I4g,2
iSnF4vcDTqWiu81R0ImEOw,2
WQ1cF9PMTDCRPqAl3rezsQ,4
CiOTf0RsR6uvVKISu78rjw,3
axB8ZxMrQfa24GOXoAiK9A,8
25xBhjQ6RoeJ8-ST7H-owQ,0
fE3OsW6CRHq60N4F6u_tyA,8
gSp_QdKaQDC1BUvzVyzI8A,3
NP9efMvhQtqdk4q_ndsvxQ,8
Z_EZ19RyQZuJzbNt2A70Fg,8
B956PAvSSl63mjadS52AdA,2
LNyITa12TKKNkT4xMaeRRg,2
G4I6fxXERpqm3UIYdYVXbg,8
8d30eXe7TuKPFLQJSYp21w,7
7-R8DQ5LQCqX3Cnl5UV2JQ,0
H3qc9G8yRo2CNzmcRoSbLw,2
bsZWf_RCRGG2RRfmU5yuzQ,8
_v2uXeoZScC-fzpTTA12Hg,3
taP_p4dqSFSbWLyzjfTztg,8
v_9HjzPpS1GXYOiPZAyJqw,1
FYTmOMRNRnCOb_pVaNS-TQ,0
uEl_LvcXT86nRY9D9KGQHw,2
fe2_opV5TlS3rK-5mWezLg,3
BP-xSzocS3WTgehVTBim_w,0
H-7Q539aTUyzAX8RF4g0Dw,0
dQlGI2OXQRSp9rEfpenIgA,0
-ajCNtNNR86U5J9Q9Jal4Q,3
_euGFCkxT9eo7hzpYPFS3A,4
WUU2i2EvTBGT77xm72mRyg,2
a5YDtHaVRZmgsyOmUKrQoQ,2
nfQ7EyGETWCmT7dsqF_uPA,3
0uhZW5j2QeScC20lP5q6pA,2
mn5WDYoxQSKPCi0IYZA2ZA,3
P8vQELAkQXeSS--aPiLuZQ,0
7s7CKi9RTKy0sj4Pz8PyBw,3
-9Yzgn53TGGJi43BVehsaw,1
kNTN7CXmS0yX1LIEYYjBSw,0
Sr9cMNfIT-ilInzijPHnEA,0
P9wKcfMRQK-t88vakIqbDw,8
lnob3MwsR3mYS0w1Zg52Cw,3
X3SXusfsTI-xeiiD4y7axA,8
ezGFU2IfT--uFjdfOwRaGA,3
xk03eEZSTuWA0jfzdJKaSw,0
Hv-_0uCDTjaSIxf7J8_bzg,2
ma5Iq68fQiGjPWIT4ksKig,2
5sKOPKleTTeCXpt8SZhMnQ,1
hDQBG1dxRSquia29itBx8g,8
n84QjxH9Qwqgw_3GSeoLqg,8
zfDq7To9TFGmQ1_nYNi35w,2
61aYmeipRH21fltR4vS7yw,2
YQG37FAGS0qKD6qPjFbpuw,0
_Wf-rWXxQsCjwOpI43x7Rg,8
uElxmdUcSxW63dScNBlOyQ,0
63TKt9ZYSQGYXgtYSUSLMA,0
KMI4AJ7xTWmlutwuzKuyTg,2
1w6S9yQvRHivpZw6gioD1w,7
4ObHNGW0QcSeSVWIT_G9tg,3
4j8f6HFzSxupvUQULPbkHg,3
wZwY1fSCS0Wk3N8QwRJZ_g,3
wtlbhSSbSP-wucgOy1lWjQ,3
Wus78TfSSUSpnj2SEaHF-Q,4
bSH0uQeJSYmcPjxT9BQcvg,2
91gSDx2SSqiP0C1tKLyrrg,8
idAsjgcUQKeYsmhR-JsB0A,2
uKp9UrqfTZeXlnzHSIiGuQ,8
Ww5SK758RCml_3M_88A_Ug,0
fSlGZr4JRPuenhI7CHq-3Q,2
17JU_oDMTKK1nDFQXtGP9g,0
FqBXkYO-S9S-OGbeN2ZnKg,1
yY06ZduoRpaEBg5kxxxNVw,2
IOq50yDJScGetf2Mu5vmmg,0
9-FEqVFTQD67adJRnEZ-0g,2
oqZ-uxNXSbas7Jl2UtjX9w,0
42U-emq9QSyUsWpkUEHk0Q,0
wfrijpRISxafm5Ee_Xtprg,2
eBWrC7teQeOqa4ALxBwnuA,1
xtN25hI_Tt2TKR07cy2K1g,2
IKewbsFKRMCX89uscB7XDQ,0
BTJW9V2dTNCpTGR0--CCeQ,8
sZKrcCpbREGNN77L-zsIOw,4
1MbuDHaaTNKy6iOHRX_eqA,3
OjAuVyaHSOG-WRRvtrPjqA,3
eVRyromtRi-wr8pYCNc_cQ,0
m91KxhQGT0imqwpWapR7rg,3
nzQPee0sSjCz59XWdqJBog,0
q8GkgIwLTUeYHkyN4oDEpA,1
j9BF4yqpQK-qfpIlU6JFXQ,8
aGaRVh2QRiWEcHQraT4zDg,8
SJLoQG4wTcShUydCtpXcgw,8
wBAcOWs4THyGhYBIRAR3yQ,8
50sBDEKPScuOmY73Gs2drA,8
KyFi37O_SamKBhF-0qjPCg,8
dag07ZZhSLqCzWfv-b1oKA,0
TJzxtbL3SCGLpMMEppJSHw,2
IOCqhXVzTyqwf5iCMRe8lQ,8
37uZsjdcR8Cyo5m2qBSUVA,0
Mk6FGU4ySYSqM07OBz-lug,2
C54_W5HVQrqLZ1-A0LWIpA,2
qu_2VKC5Tn6Q2wgn1-0PgA,1
RwVzjbHkQHG3s5P-HUaUHw,3
c0vpKsN-R_C77_ZkSeS_jw,0
22yvYKX-QkS6HoXxlT_fhg,1
kBp93ZQiToaT1kuqFJmECw,2
4I-Vee_0QIG29Zi2MSTGeA,8
ENtu9UOzTryQku95bUPUKw,2
v5HDYzsiSSC0QdtnaNXHxQ,0
HYBLOxxyS4m5BvFpaS2QJQ,3
LOWi0JEfQEWPxUm_AtfLOA,0
vHPQOczKQm6AgIK28QTNVA,2
DDB5SpYyRCGoSBGyPU4UDQ,8
xHf-3Pi7Q_Oyqwz-9Eprwg,0
nfIURTmGQSeb4XOGgsGL2g,8
Lw53CYk-TYydVDq7cwIJ8Q,8
JmQ9ewEFTNiBfQwQw2ou4Q,3
ivldb9SJQg2bLZDgnqvcwQ,0
bhwL8K2TSjax8wmQPv_3Rg,3
EosvnkCRT-ianF-X6E6Kjg,8
fmhhRlGtTR6CMoJUAP7jcg,8
F_ZxfSaVTkCg2yoZi0bjpA,0
T1AMwMLdTPm39zeA0q0l9w,2
B3WtQe_ARk6SOxSAI3i8-g,4
rQHcBvWrTe--tbHQJ7Bf_g,1
Vdgq9ybHTZG360mGfNN_Vg,3
_CabZuW3TuuE0NqWF3Clzg,3
TMAZBAj4SZeDuiLVmcqZUA,8
jRWtWRaySVON7VCthDquzA,2
i1642XztTJyjfqCxKeZE0w,1
JUauGRHzTWG5ksMB4cVHHA,0
kxEScI8ISje4Dggp-Lcwhw,3
xjqqTLSJR1aRFkenfwwSKQ,0
-XkiY1t2TuyM867AySODGw,8
2pEuZsk3RqOxRjM5XIuVEw,5
mB76whdrTGeZT9yOAYU2DA,0
4T2nlCYlQJOGFWJtEDUiTQ,2
mhsppjukTt20T-rGPm7eiw,2
BSu7YjE6Qkm7k_NiZmW5zA,8
McATMaCITWOZRIOACgwLUQ,2
MzmOFWW9QuyrETr-UaUQOw,0
yirkVlhaSHOAZbZNjePI0Q,3
IRynQGtkRgiL5LC40VH4uQ,8
zbw-t0oaSL27xVzJ6AgXuA,0
ZklXhZNAQbe1XSv5d-j1uw,2
1HXpExNAQuGIHfymyqRuqw,3
2mI3zFFPRJCoJv26-PKnKw,0
7Acj0Nm4Q_6yAOjBrBfokA,2
ZX1w8z4BREOqgJxrCK4rTw,2
DHJ5zbINRpuFtmURBUkXGw,2
xXbBpjPpQki79oOELdANJQ,0
ERRIMg_RRFCxD6quvifa9A,2
9cEF0BVDTBGxjlOcwh93gg,0
58WmZP1FQvSEtU9o8tFjeg,2
Vm6QEQ4wTrWyu-xaaN7esg,3
gTnEPWK8RcS-wPPESIRnNQ,2
JYJTRpw_QTqCPoUPmJXlig,2
yq7kISExT1K_AEXZnMmfaA,3
nJ6RVn_gQa2VIZZpvh7fwg,2
gW6ZzvXGRN2g0SqkJpzXvw,2
DV_tSN-TSR-NEBgwitV5xg,8
RhDWj6_nQj2ECI1iT4IHGg,2
yyuohV3uTwGPrrFpZhM0Wg,8
qCaRcNGwTk2PcrKg56alMQ,8
HqelVtB8Qfe_rRbGyx-bsA,0
7LEm02fFTJGNqbpULZiwzw,2
OQ7AJWjpQu2dJc0HvGQYPQ,0
WnDAYq98RVqMtkHM_sOhVw,2
XapPiKr-TBSMFzrP-jExNw,2
ZLM_j3nmSvepfdoBF7bRhg,0
ViyaCxueTR6XD9hVH_SK6Q,8
MNDidBX9R02GX7HPnsgXxA,8
ptvaNNGGRf2nCf_8fyqYfw,3
I1Q6XcpHQmWZ_cz4YopxRg,3
TJVMGp38S8GrzOAE5hpT8w,8
Xd8DkHQHStiQptqhK87BCg,2
L6kGVKIiQGWutQRBh1b6vw,2
ho2JGn-2RtGRTbsFy1dGww,2
gbx9RjJTQzSORt0vyfgz_A,2
Q_Uhe7eYQouNo8zxDGs23A,3
girDsI0kRry2RJEfIE3qow,2
wz1g4hseQLiy5_lI0F6ygQ,2
qUXbTo0HRzG3cHMldOXOEQ,2
S1MrRvtwTWeEEGW1QX8lOQ,8
hwMNtnnmQzmjG7799Tmkjg,7
Bd9gkmu1Tme1j_dEYzkQcQ,2
HlG18-GXQImchbz1Sg5y8w,0
6LmZ5B_CS5C_VJCqKLsDpw,3
Cyr3Zi-LTjOlYDnnzZz6LQ,8
zpgjL_rtSnW8JDe5qIe58A,0
0B5RKJXfSROa9s8i7OxBcQ,8
vK3b2QipR2Gm09FNi8izgA,0
7zkZZnjTT_GZ2Mb9IUSJQQ,0
xJlFZ0y0S9CZ0bsumYQBVA,8
s_4qU04IQUu5mB6r29lFJg,0
4J0p8jEhQKOq7EhIhAk4TQ,2
FWi0TsStSdKcLJlfG_Jewg,0
2RfG5NOdQu-skz6aEXJkEg,8
ejaj66SeTFGdkK9qVYbh-A,1
6n4maaHPT9if1i652ntUWg,4
y5gOajUqRr-nPdNm0gCwIA,8
v_eMebl5THGuFB1bHaV-3w,3
8epEbzOdSB-04DPyqK0EmA,8
nqG8Vq0USdO5DSuhmS4jjg,3
gbx5_LGDS8mQ2IjHP3LRlA,3
WFd2kLIVQuaBieOl6TtxZA,2
LFDAQfvyQn6DsetBhVapXw,0
0eZiu2ejRCifxUMlfOHP5g,8
f5a6hXGtRcuxOTISEnGvPA,8
LUUYyHxVT1SwmjA4WxsS5g,8
Kw2QKrBqSgKGgZm3LbBxaw,7
4216-MQ5QBavQwSOCzcZUw,2
WQS_W7veRmq1TYaf7cAOBQ,8
A64lnTn2TkKvCrck7XHNwA,3
zUzqHXmbSaO4B5JJ_LEcDg,2
-VsS6EzeRgmg1XIkb1gj2w,8
Xr7NCMx8RzqO_skts2UjIg,8
YgvJbfHhRNKFynAkfwlz-Q,2
5XSfYExXTSG7L82zyehkjQ,3
i8HJtvOmRsm3gfoPS1L9Qg,2
qvTqxqc2Rzy8490Q3Lvylw,2
lLjO20suQoytRAvEgGgcBQ,2
-YqUUOrSSWCO12h2ncSMgQ,2
P9bmOh6vQMOPaDhro-UllA,1
ZjYzTgUpTe685k_LGTbhHg,3
57GVm3UnQkyOljMmUUt0Nw,8
4N75BpjpQq2yiVN8J80DRg,4
qFwH9zcUSUSu0DVwVbdAsw,4
SOY_XjT8TfuBjsAEliEvjw,2
Mp6l5a-zT66mCyc0roGezA,3
T_slNe9mQKmyw096laozCA,0
zPCS4hqjSc-vzZhircA5Kg,1
4oZTA3PSSDm3X9uMVXdpDg,2
rP6qxJ9GSWSgFrsdpBwlfQ,7
JLzCzE-ZQe-KClw9H-4Qdw,4
KeWM64WvRE23czBLQZoY5A,0
pA8eoeloTg24huIa346hYA,0
lRI5Uc_oRp-wkCQLkDBbcQ,0
JlOeuPhZR2mH8njluOrjDw,0
IS7OkoRbRsOliIHEK-dLSQ,8
hIqZdNCIT3KzsqYTcbqumQ,8
B5uTe-vQQlappFGjOAyJ8g,2
jN1DMJrVRL673fq9HgfmmA,2
FjFbXOWWToGXGlWUkKCbMg,2
a-kdVJQMRCihSv4Qvy_W4w,2
RMp_LV_OR-2eHFuYeoV7MA,2
oXBpw5hiSjqZ2Te-vIrtwA,1
aJGT2f-xRq2Z4CvJ1NL6yw,2
xg-cuk7wRj6wpTmCthJKPQ,2
_NqKFHWNQQGUYqDxhiFlhg,2
5ADcEj1zQJKqs0tFLpu6dQ,0
CVdbhffrSVCFK03EqM67aQ,0
1AMp2V-_TLSqdBhp5zeQLA,0
u6n9gyUySxyITmIjItwiDw,2
sfdkj6w1R42G1Pgq1vex-A,2
jRtWHMOlS-W150ZLUxaYhg,3
vG8CR06FS7udzb5z2wBvSw,2
L6KQjBbUSu-7sIt6j1KWhg,7
OYYsCcA6RVCBiBndQ-PwTQ,3
5W2_5BF_SuC6XG2umIyPmQ,1
4jCIoO9bTkS7NBuuraQbHg,8
QYb6OQUUQ5yUVdIpRaR7vg,0
nykZJ-SmRVS4j7-k2Qwp9Q,3
QoOKPTYNRXelyXuKkrTFqQ,8
oAt9_3ldQ--AzcCCo3qhtg,8
XOxtr7BORAysxnQabdyguQ,0
Z7zxHvBVThGhWy0QAAILpw,2
cKze6HszSPSVnKfIpnIEFg,3
nSrRlIbKTbm2-WBU3IItRQ,2
lSmxos7aREWLBz1Xi3vXkA,2
rqrjuHEZTNy1hangG3csQA,3
FX74GSYoTvqLTrrpOkzOWw,8
DxkK__npRUWf4suAAponpg,2
H4tMESfLTV-TldWpJnnOgg,2
f5fdfNlRRpCbQctuK-7Zcw,0
dbx0FRaxRzah4W1KqyY6BA,2
S03JF28EQDqNNeC5TjwdJw,7
Y5qfwxC0TCu5H5lFE_8xqQ,3
WwC78YCWSVCv-4qhtB1XfQ,0
6zR6BN5TSPWUHsMT4QKebQ,8
e8hjFLzdSTqcUQea_Hv35Q,1
ZGbgGrieQyOpJvW-xAubwQ,4
Vsi5RIzDRUOqZ8jRit2Bhw,2
yP8up3XNRzOA10Nu64K5xw,0
t5FsTmcBRyu-boIp9eumnA,2
85gt6ryZQAOCA4JkYPWR2A,2
fIG-7sCESp65pZLfMyKTqA,2
6dmm75l4Rki-Uk5n4mXlFA,2
w2L3WAkaS_ev1L9cwkhDrg,2
r5rPKbZfRMunLyVrJN6OMw,3
Hj2_d5PFS_6R6RWxa2u-ug,2
KW5PqRBpTzuATk0QquL-gQ,1
4I3f0WgJSvWVhUzYnnC6Ag,8
za2F58MGRfC7wSnDuQkD-w,3
CqmSpbOjTmmS0MuAilObwA,2
Tuyj9RZBQ8yeAUqD8_1WTA,2
K31jC48hTLCSDZbpzTaojg,2
cIT5tLQwTIWgBkPVd7j20A,1
9HFiEzuUQAO5k5VTQMMVCQ,4
imvQiZOZQX2YdNul20PR4Q,2
clCDug4JR-GaQt5CeLsgng,8
a6qZ7-qCS0GhfgVfrVoeyA,2
eNm-KFRxTLqaA12dIlg9Lw,2
5V_ZPzYmTYqqGV1MsgDxIw,0
YGSUFKJyTU-lqy9sYE2jpw,0
wCotqOQUSD-c69N_BhorDA,2
fA8paMDtRhaf2Aolb6GwEA,3
iiwlJ5KdQgOIxKK9DdD44g,0
8EUdKDnZQJCz3dH2YrQDSg,3
Tk7vGwfXR9GD645vmG_MrQ,8
fazjtRejTB2UqGRszblmiQ,2
dXB3iuBTQQuXmpJoaSXjHA,8
po3YrKogR3iXtmwpKGYeqQ,8
3qusOPCgS9GZXnK5XWo1jw,8
j4vq0PE7TeyuEhvYVesdYQ,0
wIJC-rtHSSyOP0Q6_Giw-Q,3
TykzdyICScWub8FQVvV8Ow,8
V3vttfLNTnexvjTV4InlUw,3
ck58vhG-TOmOp3aU8tIB_w,0
0GwYjArMQX2Yfdi3klCWOw,8
ahfjmEY4SMqIPLsZKF6ZQw,0
IIuoxWi6QaivKoD4iOOPpQ,3
4h9R31-KSAysx4y3v81YGg,2
1YN5csi3RBqsYA13X5spSQ,8
dq4U_pQ8QdS730wIORaYvg,3
R9ae21gFQNSJci-Pzu66MA,4
m8vlRByHShKfqwhEPPLRRg,7
G5dgnAUAQqGnulkJgacTxg,8
sWVrgEZWSxGvTNRr326XJw,1
3gFlhcDfR6CScFOMBLTMYg,0
_JH18wo-QZWNBwA__KIydw,3
54uBQ-2oQye7NhfJECkwlw,8
Y8Gx3YjSRE69jarq7UnaDQ,1
AbBxby2xRKO6n_cH7SLsWg,4
Xgcl2MIvR_urZyB__noV-g,3
lA_Qdy9ZRPC-hWZhhp6IYw,3
Y1pWf-ILRr-Pm6ekaWAdpg,0
wFOKSSA9SpmTh4sW2lhgcA,3
WuHFOCsrQpa030KUx9m3eQ,2
gglVleVKRDOEhbS9YsDYlw,3
FHrbkIWSQCGmSq5SHpJ-xw,2
bFnJRnkuRU6tLdROiU6IpA,3
FDcHpdZTTjaX8e93a-Ib9A,8
_a8XnygSTduGOl7Ryoi2sQ,8
3X2EZdPVR9GEcYifN1g8ew,2
TFBF7I5uTj2cf1cmsykV6g,3
d0Z-Y_JIR4SL24YRYAXb8Q,8
wpFb9j3nS1izHG5LFRvefA,2
LffFraKIR9Cr24uDrrvZKA,2
ss41-brcT1CNCCVlUp2yzQ,0
YwuTU-dFTOypbPIKBJ2hDA,4
0e_KQA1VQGSHj5uQbSk2TA,0
3GKaS6-7STSDZWaGe7Cm-A,0
Ceadk2PtSceEyvsIZAXl0Q,0
7Fz1GYsSSwqN6UO_csoBgw,8
WWzxfR7PTqef5c59aM7sww,0
9HDZ9d7jT-qzQjaFuHCUHA,8
ELEwQQIdRCecdhECcPKhYg,0
fz_mFTt8Rj-wlvBqo2D9qg,0
aKBpGqH2T6Kc2wIFwyeHBA,3
E0MtcWSMTPy_7gTkaVS52w,2
n-yu0CHWS3mN71gMTj0RLQ,5
XoRkrLBJQEmiIj8FwND6qg,8
r6avah4HRUC8Q7lprWds1A,3
ls5MhMzGQLa-HGUI3BYoXw,0
2SbsuIMcRM-m1spr4Rhmxg,8
a1bY2udfRbmVxVt3jFy3iw,8
iaoOPWhpS5iVj7QfvIxSEg,8
4-bq7SAnTNm2mzxxJ5SFwQ,2
Vss4vxiSTXSKN3GBeT54Ig,2
kuBUdHG6RvSKL1WtEtjxkA,0
Tu8mX0VKREqqrozDwpI7hA,4
sLM57M7fT7yuxmcHcyx5pA,0
_byJ8ei5R3u_WRFuDW6jxg,2
dR3Uy1eYQo6kvVGp9g8RxA,2
Sm8QKtpDRLKB-eQmQN7Zsg,2
SxWumQJmQNanFs0vfAzc1w,2
nzSlZnN2ToCmbxXKQmPqkA,8
zTdh2exHRRyFMZn8u5CkCg,8
DSEb9GPtQUaGqFe83t6c-Q,5
QNrLj_wZRTi1sQOmHmiSXg,0
JMklF4QISe-GdEf1nkUXkA,3
ynVyeldAQp-v8Z9tJw8Vig,0
wEx4yTpGSliqKKrfkIUO1Q,0
qB9SQkT9T1CwDLBmFkDfWg,8
3GbzNmwXQyKpYlqxH_Y-rA,2
1jV6rNDKSCC2QXymCva2iQ,8
nk9e2dRCT5Ga_0W3VVSNwQ,2
EPwB9b3TTaut6YRmTEPhFg,2
gbOB6vyvTNSceq1Yby2K2w,2
JvPL5j1zQJmhaLSoUDCKmQ,2
JkhIKqJLSZuWkn2li_RSsA,3
b9sQuOi5SeWrT2agVKmDRQ,8
w3sA_AdtTeW4HjqTBiNMMQ,2
mluHm3izR5CZcYsePVcRzA,3
Nk68Xcm8ROqIVmE4vAqMbA,8
G40uaO0ZRmCWuT370sgc_A,0
UP4zV1iqStOEj0bozzhS_w,2
WMxFMTLcR1SlHjYyNIOX8Q,0
J2am7FLPTFO5hayjl0CLHg,8
c_OIiTH1Q622bsO-AxdCKA,2
IwSmkGSOSAGsO6vqkMEZTA,2
m8DYMiuHRuSPvq6HHAgVgw,3
i_uKxVLWSIKWz0QtH3D2rA,0
I7VbNxJITNK_gKZTp3AVxw,2
mWvVzmTmQXSXRZ5-Hk2xGw,2
b2VExI5ATIWRH44biFAqvA,3
9WK_cBbKSYuX3QJxaW973A,2
bmnt5XEeRoyzco5-OD0_ew,3
kWdZpzDkRJ2v5EpqxyEwEQ,1
fxhZIlnxTrO5YKXvD5AP7w,4
SXwIZysHTW2oZhWC0d0OAg,8
nd08358nSW27IkDstySOJQ,4
lTPp7jUdQZ6kJdQtg6pmLw,3
tbAx8xsdRKin8WtesKj-fA,2
vqYSbzC-QCa1_unL8CQIaA,8
jv5V3_3iRZW1v5xoO0IXZA,0
7YkRURPRTDCV1FyatCGboA,7
KkZLK_Z9RVS-1JO94yOWTw,4
A7DLOe-uSZWFs1YsDrIzCA,8
Z6k2vVIdRS2kykDarHPYWQ,3
mx2iJEz8RfaGm444oEJHVw,2
x8keINvfSz-1yoLoercQbw,2
9R9M1cvXSH6Vxm0TusjWZQ,8
3yQnHayLQH2wr7FLeHDaEw,2
URb4pUxQSW6WGGHYDtk6NA,3
gCN66pOLRg-_I_ltP_lFVA,0
zmg0dD2dTzmU6YGb4RRj3g,2
7qDecsUcRpeb2riii6OqOA,0
Nfv036tHSueEFejYDy8-6g,8
1eN1zNYoTby8xbZW0Smxww,8
bJvJ4bEWS2ylPCUrlK0FXQ,0
HS7chUP3S7Gu6KrxqCsTwg,2
b6TMgbc2SkeaMrl7vmIxxw,3
moBHg37oSmaVpIQQWRufeg,3
D4yWPAVQSyCnyzMxh4Cz2A,8
6CHkPRXDTrGfwUF_5AGa0Q,8
89zW2SWLQl2xMax17MoLhw,8
WyBGXRyiTTGFw4fKkifMsw,2
sSu3wB_XQ9OF4tA7Uf4M0g,0
6e5NIEPjQaqDjhyfgP9Zog,0
URdkJ23gQn24n43VYhkYlA,8
Rr8rV7AKSCO8MN--eN-TZA,8
GdZ1IiPySL-ATsWAWgXSjg,2
rGFQdca1R-aVOh5bGtZ24Q,8
J80jA4EWQ9SXKdo63A2bUg,0
LrdMmOlgSi-PXglQ63uWXw,3
2xu4TLAZS2-pnnLZehtYcQ,3
IBX5ySpiQNGLMppCc7-Yxg,7
XxHKz8GMQ6WkEiYxWxZ7wA,3
Ev-1GaljSaa7jTY9NIHvtA,2
0jjbWlaGTvqxjEDqaqPG4g,3
uRHGqIB8QUOBpDIhN5FRyw,0
A2vY8wryQpSsLVEjDdTyRQ,2
oz2XPqQ7S8KMyweUBUbBfw,3
-Jun9PFLTg69WkewtRbExA,2
pnh6VK3nS3SwxDkRTii0qA,8
YYkAgK35QE-kCU-Qok36MQ,7
zJU-x_pWTLaQO4iD_6XhFg,1
ObnX4PdsQnmZM03b-SWFRA,0
ljuyoiezT3ivHCxF38ARAg,2
B3pa7yUGTomizESlv363RA,0
xay9rPUUSW-Am9EuAw4NDg,3
1UzSRPNnT5CcxjShMODhWQ,1
qkFi8OKERTO_nSv7nkJkGQ,2
sY9t2tq3SsSt5U4ORrylMg,2
vZMT1LMxQAK2qKTWuhsSqA,8
0pmFocWPS5C_PjZlJdD6zw,3
F-A051YsTl6uRRppoLwEHg,3
gVCJOh0cRVu5UaPi1R1AbQ,2
Zf8t4dNeT5KxGaRXtKy1SQ,0
zCOBYO1uQKe7t0PyF6PJhA,7
zVUQC-7ASKmufR5S_hWFeQ,3
iSy5NMXyTqmygTlTC7uNfw,1
oSCgLntuS-qqF7lL87kJQA,8
ezCIofQzTzGBiOYdghP9Mw,2
3uXeKoDqRfK7hJ5wOuZxPA,2
kyIAXJCgShClA0YldMjlBw,2
Bx9NJhiQQiqn1bnFVK3_Cw,8
M10_Dsk_TXmEr_S7-XWNAg,2
h32kJykhSYWtYUO7dUOhRQ,7
D9xUF1lNTg681_ypDAKrVA,2
yBFWvCypTLuVU4XtbzLfDA,8
QgLLUGbxS5q8G-BkBFh0mA,0
YESFncvVT1ircYgJNIj9Yg,3
pbe3eUY_TCuuvz4w7tJ-Hg,2
g3M3hUT-QBKCdStEA6MwXw,0
5g3u-TH3T8qo-qbUDlD7WQ,0
098U4KSLQKGh0kahxa8Clg,3
wNKKgO6PRZeMtt8ya6Rh8g,7
NtICq2xBRle5ExAfHOi-ww,8
opWxaK0sS4O-oji_gcObgw,2
h6Gx_AnTRT60Wk1tD-GEQA,2
IKpQxMwAQ0mVj3mJVvwj3A,4
WpyIpocURjOju_N6lsNNdw,0
l1QbcHBwQ-id9roBtwROHA,8
WkS1cwR2RneJsdWKmaH3UQ,0
bC21SIpCS1-LenDkrTJlsQ,8
M7VSFuSfTACdwCXT4gWrvQ,2
Ex4Ftsa3TSajOidA0rziCQ,8
L1FKavvjSM2iscvePieYXw,2
5VsV0IDcSludifvVq3AzZg,2
NyvhLZUcTo-LlLEcHChVxw,2
AuZ4_x8-R0-hUQw6wEXYAA,2
hvxtwXDDTMa9SHpzPL0a2w,0
uD1ZAWhhQXS9gxw1qDNIgg,0
HlmtkGE8SJqSwhjjvFtDkA,7
n1ZRiq2LRpu9lX55WU8ElA,0
M3qEVc2lRZqhdWh6t7CMvg,2
BsEiJZdPQKCDGGoCflZBTg,8
v3SP1YV8SSGYXHAWJTGlGw,0
Jbkoz5i_QGqXXhwujlNlJA,8
9jIRZzRsTCKPAlOWhndX5g,2
Y1MWVJBdTiSEAnhxbhvCOg,2
irfnTHCOQLypHiv821PsQg,2
LGCYrjvuSvKQYAN2-rIFMw,3
y70fdzXYS6Onz_AxbDBPZw,3
qxAUmH_3SEi0sv1CK5RbEQ,0
eabJ4ynLRaefkbbIBQCh4g,3
btCAYMYYTNGBHk8V1xgkrg,2
5fUqr1wDQEaXX-5R3_8cFQ,2
